id,field_id,sequence,create_uid,write_uid,value,name,create_date,write_date
1092,7646,1,,,greater,"{""en_US"": ""Is Greater Than""}",,
1093,7646,2,,,between,"{""en_US"": ""Is Between""}",,
1094,7649,0,,,contains,"{""en_US"": ""Contains""}",,
1095,7649,1,,,not_contains,"{""en_US"": ""Not Contains""}",,
1096,7649,2,,,match_regex,"{""en_US"": ""Match Regex""}",,
1097,7651,0,,,contains,"{""en_US"": ""Contains""}",,
1098,7651,1,,,not_contains,"{""en_US"": ""Not Contains""}",,
1099,7651,2,,,match_regex,"{""en_US"": ""Match Regex""}",,
1100,7653,0,,,contains,"{""en_US"": ""Contains""}",,
1101,7653,1,,,not_contains,"{""en_US"": ""Not Contains""}",,
1102,7653,2,,,match_regex,"{""en_US"": ""Match Regex""}",,
1103,7658,0,,,percentage,"{""en_US"": ""in percentage""}",,
1104,7658,1,,,fixed_amount,"{""en_US"": ""in amount""}",,
1105,7690,0,,,included,"{""en_US"": ""On early payment""}",,
1106,7690,1,,,excluded,"{""en_US"": ""Never""}",,
1107,7690,2,,,mixed,"{""en_US"": ""Always (upon invoice)""}",,
1108,7698,0,,,percent,"{""en_US"": ""Percent""}",,
1109,7698,1,,,fixed,"{""en_US"": ""Fixed""}",,
1110,7700,0,,,days_after,"{""en_US"": ""Days after invoice date""}",,
1111,7700,1,,,days_after_end_of_month,"{""en_US"": ""Days after end of month""}",,
1112,7700,2,,,days_after_end_of_next_month,"{""en_US"": ""Days after end of next month""}",,
1113,7712,0,,,overdue,"{""en_US"": ""Overdue""}",,
1114,7712,1,,,today,"{""en_US"": ""Today""}",,
1115,7712,2,,,planned,"{""en_US"": ""Planned""}",,
1116,7719,0,,,warning,"{""en_US"": ""Alert""}",,
1117,7719,1,,,danger,"{""en_US"": ""Error""}",,
1118,7741,0,,,draft,"{""en_US"": ""Draft""}",,
1119,7741,1,,,posted,"{""en_US"": ""Posted""}",,
1120,7741,2,,,cancel,"{""en_US"": ""Cancelled""}",,
1121,7742,0,,,entry,"{""en_US"": ""Journal Entry""}",,
1122,7742,1,,,out_invoice,"{""en_US"": ""Customer Invoice""}",,
1123,7742,2,,,out_refund,"{""en_US"": ""Customer Credit Note""}",,
1124,7742,3,,,in_invoice,"{""en_US"": ""Vendor Bill""}",,
1125,7742,4,,,in_refund,"{""en_US"": ""Vendor Credit Note""}",,
1126,7742,5,,,out_receipt,"{""en_US"": ""Sales Receipt""}",,
1127,7742,6,,,in_receipt,"{""en_US"": ""Purchase Receipt""}",,
1128,7754,0,,,no,"{""en_US"": ""No""}",,
1129,7754,1,,,at_date,"{""en_US"": ""At Date""}",,
1130,7754,2,,,monthly,"{""en_US"": ""Monthly""}",,
1131,7754,3,,,quarterly,"{""en_US"": ""Quarterly""}",,
1132,7754,4,,,yearly,"{""en_US"": ""Yearly""}",,
1133,7804,0,,,not_paid,"{""en_US"": ""Not Paid""}",,
1134,7804,1,,,in_payment,"{""en_US"": ""In Payment""}",,
1135,7804,2,,,paid,"{""en_US"": ""Paid""}",,
1136,7804,3,,,partial,"{""en_US"": ""Partially Paid""}",,
1137,7804,4,,,reversed,"{""en_US"": ""Reversed""}",,
1138,7804,5,,,invoicing_legacy,"{""en_US"": ""Invoicing App Legacy""}",,
1139,7898,0,,,product,"{""en_US"": ""Product""}",,
1140,7898,1,,,cogs,"{""en_US"": ""Cost of Goods Sold""}",,
1141,7898,2,,,tax,"{""en_US"": ""Tax""}",,
1142,7898,3,,,discount,"{""en_US"": ""Discount""}",,
1143,7898,4,,,rounding,"{""en_US"": ""Rounding""}",,
1144,7898,5,,,payment_term,"{""en_US"": ""Payment Term""}",,
1145,7898,6,,,line_section,"{""en_US"": ""Section""}",,
1146,7898,7,,,line_note,"{""en_US"": ""Note""}",,
1147,7898,8,,,epd,"{""en_US"": ""Early Payment Discount""}",,
1148,7960,0,,,overdue,"{""en_US"": ""Overdue""}",,
1149,7960,1,,,today,"{""en_US"": ""Today""}",,
1150,7960,2,,,planned,"{""en_US"": ""Planned""}",,
1151,7967,0,,,warning,"{""en_US"": ""Alert""}",,
1152,7967,1,,,danger,"{""en_US"": ""Error""}",,
1153,7996,0,,,outbound,"{""en_US"": ""Send""}",,
1154,7996,1,,,inbound,"{""en_US"": ""Receive""}",,
1155,7997,0,,,customer,"{""en_US"": ""Customer""}",,
1156,7997,1,,,supplier,"{""en_US"": ""Vendor""}",,
1157,8006,0,,,credit_note,"{""en_US"": ""Credit Note""}",,
1158,8006,1,,,invoice,"{""en_US"": ""Invoice""}",,
1159,8130,0,,,inbound,"{""en_US"": ""Inbound""}",,
1160,8130,1,,,outbound,"{""en_US"": ""Outbound""}",,
1161,4641,1,,,invoice,"{""en_US"": ""Invoice""}",,
1162,4641,2,,,bill,"{""en_US"": ""Vendor Bill""}",,
1163,4693,1,,,invoice,"{""en_US"": ""Customer Invoice""}",,
1164,4693,2,,,vendor_bill,"{""en_US"": ""Vendor Bill""}",,
1165,8378,0,,,1,"{""en_US"": ""January""}",,
1166,8378,1,,,2,"{""en_US"": ""February""}",,
1167,8378,2,,,3,"{""en_US"": ""March""}",,
1168,8378,3,,,4,"{""en_US"": ""April""}",,
1169,8378,4,,,5,"{""en_US"": ""May""}",,
1170,8378,5,,,6,"{""en_US"": ""June""}",,
1171,8378,6,,,7,"{""en_US"": ""July""}",,
1172,8378,7,,,8,"{""en_US"": ""August""}",,
1173,8378,8,,,9,"{""en_US"": ""September""}",,
1174,8378,9,,,10,"{""en_US"": ""October""}",,
1175,8378,10,,,11,"{""en_US"": ""November""}",,
1176,8378,11,,,12,"{""en_US"": ""December""}",,
1177,8398,0,,,round_per_line,"{""en_US"": ""Round per Line""}",,
1178,8398,1,,,round_globally,"{""en_US"": ""Round Globally""}",,
1179,8414,0,,,plain,"{""en_US"": ""Add a Note""}",,
1180,8414,1,,,html,"{""en_US"": ""Add a link to a Web Page""}",,
1181,8429,0,,,out_invoices,"{""en_US"": ""Customer Invoices""}",,
1182,8429,1,,,in_invoices,"{""en_US"": ""Vendor Bills""}",,
1183,8429,2,,,out_and_in_invoices,"{""en_US"": ""Customer Invoices and Vendor Bills""}",,
1184,8498,0,,,biggest_tax,"{""en_US"": ""Modify tax amount""}",,
1185,8498,1,,,add_invoice_line,"{""en_US"": ""Add a rounding line""}",,
1186,8501,0,,,UP,"{""en_US"": ""UP""}",,
1187,8501,1,,,DOWN,"{""en_US"": ""DOWN""}",,
1188,8501,2,,,HALF-UP,"{""en_US"": ""HALF-UP""}",,
1189,8536,0,,,country,"{""en_US"": ""Country Matches""}",,
1190,8536,1,,,coa,"{""en_US"": ""Chart of Accounts Matches""}",,
1191,8536,2,,,always,"{""en_US"": ""Always""}",,
1192,8540,0,,,this_year,"{""en_US"": ""This Year""}",,
1193,8540,1,,,this_quarter,"{""en_US"": ""This Quarter""}",,
1194,8540,2,,,this_month,"{""en_US"": ""This Month""}",,
1195,8540,3,,,today,"{""en_US"": ""Today""}",,
1196,8540,4,,,last_month,"{""en_US"": ""Last Month""}",,
1197,8540,5,,,last_quarter,"{""en_US"": ""Last Quarter""}",,
1198,8540,6,,,last_year,"{""en_US"": ""Last Year""}",,
1199,8540,7,,,this_tax_period,"{""en_US"": ""This Tax Period""}",,
1200,8540,8,,,last_tax_period,"{""en_US"": ""Last Tax Period""}",,
1201,8541,0,,,disabled,"{""en_US"": ""Disabled""}",,
1202,8541,1,,,selector,"{""en_US"": ""Use Company Selector""}",,
1203,8541,2,,,tax_units,"{""en_US"": ""Use Tax Units""}",,
1204,8546,0,,,by_default,"{""en_US"": ""Enabled by Default""}",,
1205,8546,1,,,optional,"{""en_US"": ""Optional""}",,
1206,8546,2,,,never,"{""en_US"": ""Never""}",,
1207,8551,0,,,by_default,"{""en_US"": ""Enabled by Default""}",,
1208,8551,1,,,optional,"{""en_US"": ""Optional""}",,
1209,8551,2,,,never,"{""en_US"": ""Never""}",,
1210,8552,0,,,both,"{""en_US"": ""Payable and receivable""}",,
1211,8552,1,,,payable,"{""en_US"": ""Payable""}",,
1212,8552,2,,,receivable,"{""en_US"": ""Receivable""}",,
1213,8552,3,,,disabled,"{""en_US"": ""Disabled""}",,
1214,8589,0,,,domain,"{""en_US"": ""Odoo Domain""}",,
1215,8589,1,,,tax_tags,"{""en_US"": ""Tax Tags""}",,
1216,8589,2,,,aggregation,"{""en_US"": ""Aggregate Other Formulas""}",,
1217,8589,3,,,account_codes,"{""en_US"": ""Prefix of Account Codes""}",,
1218,8589,4,,,external,"{""en_US"": ""External Value""}",,
1219,8589,5,,,custom,"{""en_US"": ""Custom Python Function""}",,
1220,8592,0,,,from_beginning,"{""en_US"": ""From the very start""}",,
1221,8592,1,,,from_fiscalyear,"{""en_US"": ""From the start of the fiscal year""}",,
1222,8592,2,,,to_beginning_of_fiscalyear,"{""en_US"": ""At the beginning of the fiscal year""}",,
1223,8592,3,,,to_beginning_of_period,"{""en_US"": ""At the beginning of the period""}",,
1224,8592,4,,,normal,"{""en_US"": ""According to each type of account""}",,
1225,8592,5,,,strict_range,"{""en_US"": ""Strictly on the given dates""}",,
1226,8592,6,,,previous_tax_period,"{""en_US"": ""From previous tax period""}",,
1227,8593,0,,,monetary,"{""en_US"": ""Monetary""}",,
1228,8593,1,,,percentage,"{""en_US"": ""Percentage""}",,
1229,8593,2,,,integer,"{""en_US"": ""Integer""}",,
1230,8593,3,,,float,"{""en_US"": ""Float""}",,
1231,8593,4,,,date,"{""en_US"": ""Date""}",,
1232,8593,5,,,datetime,"{""en_US"": ""Datetime""}",,
1233,8593,6,,,boolean,"{""en_US"": ""Boolean""}",,
1234,8593,7,,,string,"{""en_US"": ""String""}",,
1235,8609,0,,,monetary,"{""en_US"": ""Monetary""}",,
1236,8609,1,,,percentage,"{""en_US"": ""Percentage""}",,
1237,8609,2,,,integer,"{""en_US"": ""Integer""}",,
1238,8609,3,,,float,"{""en_US"": ""Float""}",,
1239,8609,4,,,date,"{""en_US"": ""Date""}",,
1240,8609,5,,,datetime,"{""en_US"": ""Datetime""}",,
1241,8609,6,,,boolean,"{""en_US"": ""Boolean""}",,
1242,8609,7,,,string,"{""en_US"": ""String""}",,
1243,8637,0,,,change_period,"{""en_US"": ""Change Period""}",,
1244,8637,1,,,change_account,"{""en_US"": ""Change Account""}",,
1245,8647,0,,,income,"{""en_US"": ""Revenue""}",,
1246,8647,1,,,expense,"{""en_US"": ""Expense""}",,
1247,8693,0,,,keep,"{""en_US"": ""Keep current order""}",,
1248,8693,1,,,date,"{""en_US"": ""Reorder by accounting date""}",,
1249,8772,0,,,invoice_single,"{""en_US"": ""Invoice Single""}",,
1250,8772,1,,,invoice_multi,"{""en_US"": ""Invoice Multi""}",,
1251,8805,0,,,outbound,"{""en_US"": ""Send Money""}",,
1252,8805,1,,,inbound,"{""en_US"": ""Receive Money""}",,
1253,8806,0,,,customer,"{""en_US"": ""Customer""}",,
1254,8806,1,,,supplier,"{""en_US"": ""Vendor""}",,
1255,8817,0,,,open,"{""en_US"": ""Keep open""}",,
1256,8817,1,,,reconcile,"{""en_US"": ""Mark as fully paid""}",,
1257,8871,0,,,out_invoice,"{""en_US"": ""Customer Invoice""}",,
1258,8871,1,,,in_invoice,"{""en_US"": ""Vendor Bill""}",,
1259,8871,2,,,out_refund,"{""en_US"": ""Customer Credit Note""}",,
1260,8871,3,,,in_refund,"{""en_US"": ""Vendor Credit Note""}",,
1261,8872,0,,,draft,"{""en_US"": ""Draft""}",,
1262,8872,1,,,posted,"{""en_US"": ""Open""}",,
1263,8872,2,,,cancel,"{""en_US"": ""Cancelled""}",,
1264,8873,0,,,not_paid,"{""en_US"": ""Not Paid""}",,
1265,8873,1,,,in_payment,"{""en_US"": ""In Payment""}",,
1266,8873,2,,,paid,"{""en_US"": ""Paid""}",,
1267,8873,3,,,partial,"{""en_US"": ""Partially Paid""}",,
1268,8873,4,,,reversed,"{""en_US"": ""Reversed""}",,
1269,8873,5,,,invoicing_legacy,"{""en_US"": ""Invoicing App Legacy""}",,
1270,6857,1,,,sms,"{""en_US"": ""SMS""}",,
1271,6871,1,,,sms,"{""en_US"": ""SMS""}",,
1272,9000,0,,,first_step_operator,"{""en_US"": ""First Step Operator""}",,
1273,9000,1,,,first_step_invalid,"{""en_US"": ""First Step Invalid""}",,
1274,9021,0,,,text,"{""en_US"": ""Text""}",,
1275,9021,1,,,question_selection,"{""en_US"": ""Question""}",,
1276,9021,2,,,question_email,"{""en_US"": ""Email""}",,
1277,9021,3,,,question_phone,"{""en_US"": ""Phone""}",,
1278,9021,4,,,forward_operator,"{""en_US"": ""Forward to Operator""}",,
1279,9021,5,,,free_input_single,"{""en_US"": ""Free Input""}",,
1280,9021,6,,,free_input_multi,"{""en_US"": ""Free Input (Multi-Line)""}",,
1281,9066,0,,,display_button,"{""en_US"": ""Show""}",,
1282,9066,1,,,display_button_and_text,"{""en_US"": ""Show with notification""}",,
1283,9066,2,,,auto_popup,"{""en_US"": ""Open automatically""}",,
1284,9066,3,,,hide_button,"{""en_US"": ""Hide""}",,
1285,2347,3,,,livechat,"{""en_US"": ""Livechat Conversation""}",,
1286,9084,0,,,top,"{""en_US"": ""Satisfied""}",,
1287,9084,1,,,ok,"{""en_US"": ""Okay""}",,
1288,9084,2,,,ko,"{""en_US"": ""Dissatisfied""}",,
1289,9084,3,,,none,"{""en_US"": ""No Rating yet""}",,
1290,9146,0,,,facturx,"{""en_US"": ""Factur-X (CII)""}",,
1291,9146,1,,,ubl_bis3,"{""en_US"": ""BIS Billing 3.0""}",,
1292,9146,2,,,xrechnung,"{""en_US"": ""XRechnung CIUS""}",,
1293,9146,3,,,nlcius,"{""en_US"": ""NLCIUS""}",,
1294,9146,4,,,ubl_a_nz,"{""en_US"": ""BIS Billing 3.0 A-NZ""}",,
1295,9146,5,,,ubl_sg,"{""en_US"": ""BIS Billing 3.0 SG""}",,
1296,9148,0,,,0002,"{""en_US"": ""0002 - System Information et Repertoire des Entreprise et des Etablissements: SIRENE""}",,
1297,9148,1,,,0007,"{""en_US"": ""0007 - Organisationsnummer (Swedish legal entities)""}",,
1298,9148,2,,,0009,"{""en_US"": ""0009 - SIRET-CODE""}",,
1299,9148,3,,,0037,"{""en_US"": ""0037 - LY-tunnus""}",,
1300,9148,4,,,0060,"{""en_US"": ""0060 - Data Universal Numbering System (D-U-N-S Number)""}",,
1301,9148,5,,,0088,"{""en_US"": ""0088 - EAN Location Code""}",,
1302,9148,6,,,0096,"{""en_US"": ""0096 - DANISH CHAMBER OF COMMERCE Scheme (EDIRA compliant)""}",,
1303,9148,7,,,0097,"{""en_US"": ""0097 - FTI - Ediforum Italia, (EDIRA compliant)""}",,
1304,9148,8,,,0106,"{""en_US"": ""0106 - Association of Chambers of Commerce and Industry in the Netherlands, (EDIRA compliant)""}",,
1305,9148,9,,,0130,"{""en_US"": ""0130 - Directorates of the European Commission""}",,
1306,9148,10,,,0135,"{""en_US"": ""0135 - SIA Object Identifiers""}",,
1307,9148,11,,,0142,"{""en_US"": ""0142 - SECETI Object Identifiers""}",,
1308,9148,12,,,0151,"{""en_US"": ""0151 - Australian Business Number (ABN) Scheme""}",,
1309,9148,13,,,0183,"{""en_US"": ""0183 - Swiss Unique Business Identification Number (UIDB)""}",,
1310,9148,14,,,0184,"{""en_US"": ""0184 - DIGSTORG""}",,
1311,9148,15,,,0188,"{""en_US"": ""0188 - Corporate Number of The Social Security and Tax Number System""}",,
1312,9148,16,,,0190,"{""en_US"": ""0190 - Dutch Originator's Identification Number""}",,
1313,9148,17,,,0191,"{""en_US"": ""0191 - Centre of Registers and Information Systems of the Ministry of Justice""}",,
1314,9148,18,,,0192,"{""en_US"": ""0192 - Enhetsregisteret ved Bronnoysundregisterne""}",,
1315,9148,19,,,0193,"{""en_US"": ""0193 - UBL.BE party identifier""}",,
1316,9148,20,,,0195,"{""en_US"": ""0195 - Singapore UEN identifier""}",,
1317,9148,21,,,0196,"{""en_US"": ""0196 - Kennitala - Iceland legal id for individuals and legal entities""}",,
1318,9148,22,,,0198,"{""en_US"": ""0198 - ERSTORG""}",,
1319,9148,23,,,0199,"{""en_US"": ""0199 - Legal Entity Identifier (LEI)""}",,
1320,9148,24,,,0200,"{""en_US"": ""0200 - Legal entity code (Lithuania)""}",,
1321,9148,25,,,0201,"{""en_US"": ""0201 - Codice Univoco Unità Organizzativa iPA""}",,
1322,9148,26,,,0202,"{""en_US"": ""0202 - Indirizzo di Posta Elettronica Certificata""}",,
1323,9148,27,,,0204,"{""en_US"": ""0204 - Leitweg-ID""}",,
1324,9148,28,,,0208,"{""en_US"": ""0208 - Numero d'entreprise / ondernemingsnummer / Unternehmensnummer""}",,
1325,9148,29,,,0209,"{""en_US"": ""0209 - GS1 identification keys""}",,
1326,9148,30,,,0210,"{""en_US"": ""0210 - CODICE FISCALE""}",,
1327,9148,31,,,0211,"{""en_US"": ""0211 - PARTITA IVA""}",,
1328,9148,32,,,0212,"{""en_US"": ""0212 - Finnish Organization Identifier""}",,
1329,9148,33,,,0213,"{""en_US"": ""0213 - Finnish Organization Value Add Tax Identifier""}",,
1330,9148,34,,,0215,"{""en_US"": ""0215 - Net service ID""}",,
1331,9148,35,,,0216,"{""en_US"": ""0216 - OVTcode""}",,
1332,9148,36,,,0221,"{""en_US"": ""0221 - The registered number of the qualified invoice issuer (Japan)""}",,
1333,9148,37,,,0230,"{""en_US"": ""0230 - National e-Invoicing Framework (Malaysia)""}",,
1334,9148,38,,,9901,"{""en_US"": ""9901 - Danish Ministry of the Interior and Health""}",,
1335,9148,39,,,9910,"{""en_US"": ""9910 - Hungary VAT number""}",,
1336,9148,40,,,9913,"{""en_US"": ""9913 - Business Registers Network""}",,
1337,9148,41,,,9914,"{""en_US"": ""9914 - Österreichische Umsatzsteuer-Identifikationsnummer""}",,
1338,9148,42,,,9915,"{""en_US"": ""9915 - Österreichisches Verwaltungs bzw. Organisationskennzeichen""}",,
1339,9148,43,,,9918,"{""en_US"": ""9918 - SOCIETY FOR WORLDWIDE INTERBANK FINANCIAL, TELECOMMUNICATION S.W.I.F.T""}",,
1340,9148,44,,,9919,"{""en_US"": ""9919 - Kennziffer des Unternehmensregisters""}",,
1341,9148,45,,,9920,"{""en_US"": ""9920 - Agencia Española de Administración Tributaria""}",,
1342,9148,46,,,9922,"{""en_US"": ""9922 - Andorra VAT number""}",,
1343,9148,47,,,9923,"{""en_US"": ""9923 - Albania VAT number""}",,
1344,9148,48,,,9924,"{""en_US"": ""9924 - Bosnia and Herzegovina VAT number""}",,
1345,9148,49,,,9925,"{""en_US"": ""9925 - Belgium VAT number""}",,
1346,9148,50,,,9926,"{""en_US"": ""9926 - Bulgaria VAT number""}",,
1347,9148,51,,,9927,"{""en_US"": ""9927 - Switzerland VAT number""}",,
1348,9148,52,,,9928,"{""en_US"": ""9928 - Cyprus VAT number""}",,
1349,9148,53,,,9929,"{""en_US"": ""9929 - Czech Republic VAT number""}",,
1350,9148,54,,,9930,"{""en_US"": ""9930 - Germany VAT number""}",,
1351,9148,55,,,9931,"{""en_US"": ""9931 - Estonia VAT number""}",,
1352,9148,56,,,9932,"{""en_US"": ""9932 - United Kingdom VAT number""}",,
1353,9148,57,,,9933,"{""en_US"": ""9933 - Greece VAT number""}",,
1354,9148,58,,,9934,"{""en_US"": ""9934 - Croatia VAT number""}",,
1355,9148,59,,,9935,"{""en_US"": ""9935 - Ireland VAT number""}",,
1356,9148,60,,,9936,"{""en_US"": ""9936 - Liechtenstein VAT number""}",,
1357,9148,61,,,9937,"{""en_US"": ""9937 - Lithuania VAT number""}",,
1358,9148,62,,,9938,"{""en_US"": ""9938 - Luxemburg VAT number""}",,
1359,9148,63,,,9939,"{""en_US"": ""9939 - Latvia VAT number""}",,
1360,9148,64,,,9940,"{""en_US"": ""9940 - Monaco VAT number""}",,
1361,9148,65,,,9941,"{""en_US"": ""9941 - Montenegro VAT number""}",,
1362,9148,66,,,9942,"{""en_US"": ""9942 - Macedonia, the former Yugoslav Republic of VAT number""}",,
1363,9148,67,,,9943,"{""en_US"": ""9943 - Malta VAT number""}",,
1364,9148,68,,,9944,"{""en_US"": ""9944 - Netherlands VAT number""}",,
1365,9148,69,,,9945,"{""en_US"": ""9945 - Poland VAT number""}",,
1366,9148,70,,,9946,"{""en_US"": ""9946 - Portugal VAT number""}",,
1367,9148,71,,,9947,"{""en_US"": ""9947 - Romania VAT number""}",,
1368,9148,72,,,9948,"{""en_US"": ""9948 - Serbia VAT number""}",,
1369,9148,73,,,9949,"{""en_US"": ""9949 - Slovenia VAT number""}",,
1370,9148,74,,,9950,"{""en_US"": ""9950 - Slovakia VAT number""}",,
1371,9148,75,,,9951,"{""en_US"": ""9951 - San Marino VAT number""}",,
1372,9148,76,,,9952,"{""en_US"": ""9952 - Turkey VAT number""}",,
1373,9148,77,,,9953,"{""en_US"": ""9953 - Holy See (Vatican City State) VAT number""}",,
1374,9148,78,,,9955,"{""en_US"": ""9955 - Swedish VAT number""}",,
1375,9148,79,,,9957,"{""en_US"": ""9957 - French VAT number""}",,
1376,9148,80,,,9959,"{""en_US"": ""9959 - Employer Identification Number (EIN, USA)""}",,
1377,9199,0,,,full_only,"{""en_US"": ""Full Only""}",,
1378,9199,1,,,partial,"{""en_US"": ""Partial""}",,
1379,7700,3,,,days_end_of_month_on_the,"{""en_US"": ""Days end of month on the""}",,
1380,2647,7,,,onboarding_canned,"{""en_US"": ""Onboarding canned""}",,
1381,4641,3,,,sale_order,"{""en_US"": ""Sale Order""}",,
1382,9279,0,,,so_name,"{""en_US"": ""Based on Document Reference""}",,
1383,9279,1,,,partner,"{""en_US"": ""Based on Customer ID""}",,
1384,9282,0,,,quotation,"{""en_US"": ""Quotation""}",,
1385,9282,1,,,sale_order,"{""en_US"": ""Confirmed order""}",,
1386,9293,0,,,manual,"{""en_US"": ""Manually set quantities on order""}",,
1387,9294,0,,,no-message,"{""en_US"": ""No Message""}",,
1388,9294,1,,,warning,"{""en_US"": ""Warning""}",,
1389,9294,2,,,block,"{""en_US"": ""Blocking Message""}",,
1390,9296,0,,,no,"{""en_US"": ""No""}",,
1391,9296,1,,,cost,"{""en_US"": ""At cost""}",,
1392,9296,2,,,sales_price,"{""en_US"": ""Sales price""}",,
1393,9299,0,,,order,"{""en_US"": ""Ordered quantities""}",,
1394,9299,1,,,delivery,"{""en_US"": ""Delivered quantities""}",,
1395,9306,0,,,digital_signature,"{""en_US"": ""Sign online""}",,
1396,9306,1,,,paypal,"{""en_US"": ""PayPal""}",,
1397,9306,2,,,stripe,"{""en_US"": ""Stripe""}",,
1398,9306,3,,,other,"{""en_US"": ""Pay with another payment provider""}",,
1399,9306,4,,,manual,"{""en_US"": ""Manual Payment""}",,
1400,9309,0,,,no-message,"{""en_US"": ""No Message""}",,
1401,9309,1,,,warning,"{""en_US"": ""Warning""}",,
1402,9309,2,,,block,"{""en_US"": ""Blocking Message""}",,
1403,9315,0,,,overdue,"{""en_US"": ""Overdue""}",,
1404,9315,1,,,today,"{""en_US"": ""Today""}",,
