id,visitor_id,page_id,url,visit_datetime,product_id
1,1,4,http://127.0.0.1:8069/,2024-04-18 07:42:26.271701,
2,1,4,http://127.0.0.1:8069/,2024-04-18 07:43:13.370032,
3,1,4,http://127.0.0.1:8069/,2024-04-18 07:44:00.604343,
4,1,4,http://127.0.0.1:8069/,2024-04-18 07:44:27.852237,
5,1,5,http://127.0.0.1:8069/,2024-04-18 07:49:18.89359,
6,1,4,http://127.0.0.1:8069/,2024-04-18 07:50:38.910611,
7,7,4,http://127.0.0.1:8069/,2024-04-18 07:58:54.426751,
8,1,4,http://127.0.0.1:8069/,2024-04-18 07:59:11.004109,
9,9,4,http://127.0.0.1:8069/,2024-04-18 08:01:11.490351,
10,1,4,http://127.0.0.1:8069/,2024-04-18 08:01:29.587715,
11,1,4,http://127.0.0.1:8069/,2024-04-18 08:02:49.569926,
12,1,4,http://127.0.0.1:8069/,2024-04-18 08:05:44.568124,
13,1,4,http://127.0.0.1:8069/,2024-04-18 08:06:19.35302,
14,1,4,http://127.0.0.1:8069/,2024-04-18 09:06:23.313695,
15,1,4,http://127.0.0.1:8069/,2024-04-18 09:27:43.018151,
16,1,4,http://127.0.0.1:8069/,2024-04-18 09:27:54.321428,
17,1,4,http://127.0.0.1:8069/,2024-04-18 09:28:22.670837,
18,1,4,http://127.0.0.1:8069/,2024-04-18 09:29:32.907627,
19,19,4,http://127.0.0.1:8069/,2024-04-18 09:30:02.119842,
20,1,4,http://127.0.0.1:8069/,2024-04-18 09:31:40.013494,
21,1,4,http://127.0.0.1:8069/,2024-04-18 09:33:16.427801,
22,1,4,http://127.0.0.1:8069/,2024-04-18 09:39:12.12533,
23,1,4,http://127.0.0.1:8069/,2024-04-18 09:39:50.221119,
24,1,4,http://127.0.0.1:8069/,2024-04-18 09:39:58.266216,
25,1,4,http://127.0.0.1:8069/,2024-04-18 09:40:42.071109,
26,1,4,http://127.0.0.1:8069/,2024-04-18 09:46:57.461,
27,1,4,http://127.0.0.1:8069/,2024-04-18 09:47:48.88424,
28,1,4,http://127.0.0.1:8069/,2024-04-18 09:57:09.179746,
29,1,4,http://127.0.0.1:8069/,2024-04-18 10:01:47.975295,
30,1,4,http://127.0.0.1:8069/,2024-04-18 10:03:56.303782,
31,1,4,http://127.0.0.1:8069/,2024-04-18 10:05:13.932295,
32,1,4,http://127.0.0.1:8069/,2024-04-18 10:08:16.420247,
33,1,4,http://127.0.0.1:8069/,2024-04-18 10:19:52.439376,
34,1,4,http://127.0.0.1:8069/,2024-04-18 10:20:04.343575,
35,1,4,http://127.0.0.1:8069/,2024-04-18 10:20:06.507391,
36,1,4,http://127.0.0.1:8069/,2024-04-18 10:20:07.200369,
37,1,4,http://127.0.0.1:8069/,2024-04-18 10:20:07.748742,
38,1,4,http://127.0.0.1:8069/,2024-04-18 10:21:03.033159,
39,1,4,http://127.0.0.1:8069/,2024-04-18 10:21:53.172111,
40,1,4,http://127.0.0.1:8069/,2024-04-18 10:27:19.083794,
41,1,4,http://127.0.0.1:8069/,2024-04-18 10:33:38.334364,
42,1,4,http://127.0.0.1:8069/,2024-04-18 10:34:01.054254,
43,1,4,http://127.0.0.1:8069/,2024-04-18 10:34:21.201797,
44,1,5,http://127.0.0.1:8069/,2024-04-18 10:35:19.387439,
45,1,4,http://127.0.0.1:8069/,2024-04-18 10:35:36.806021,
46,1,5,http://127.0.0.1:8069/,2024-04-18 10:35:52.501368,
47,1,4,http://127.0.0.1:8069/,2024-04-18 10:36:29.565503,
48,1,4,http://127.0.0.1:8069/,2024-04-18 10:36:32.914509,
49,1,5,http://127.0.0.1:8069/,2024-04-18 10:36:34.812805,
50,1,4,http://127.0.0.1:8069/,2024-04-18 10:36:36.5798,
51,1,4,http://127.0.0.1:8069/,2024-04-18 10:36:37.667222,
52,1,4,http://127.0.0.1:8069/,2024-04-18 10:36:38.041005,
53,1,4,http://127.0.0.1:8069/,2024-04-18 10:36:41.046507,
54,1,4,http://127.0.0.1:8069/,2024-04-18 10:39:50.615399,
55,1,4,http://127.0.0.1:8069/,2024-04-18 10:39:51.743482,
56,1,4,http://127.0.0.1:8069/,2024-04-18 10:39:52.503404,
57,1,4,http://127.0.0.1:8069/,2024-04-18 10:40:41.813998,
58,1,5,http://127.0.0.1:8069/,2024-04-18 10:41:02.572207,
59,1,5,http://127.0.0.1:8069/,2024-04-18 10:43:41.075178,
60,1,4,http://127.0.0.1:8069/,2024-04-18 10:50:13.088175,
61,1,4,http://127.0.0.1:8069/,2024-04-18 10:50:23.371823,
62,1,4,http://127.0.0.1:8069/,2024-04-18 10:53:39.199339,
63,1,4,http://127.0.0.1:8069/,2024-04-18 10:53:59.910517,
64,66,4,http://127.0.0.1:8069/,2024-04-18 10:56:09.552017,
65,1,5,http://127.0.0.1:8069/,2024-04-18 10:56:28.34878,
66,1,,http://127.0.0.1:8069/event,2024-04-18 11:04:16.598827,
67,1,4,http://127.0.0.1:8069/,2024-04-18 11:04:36.868213,
69,1,4,http://127.0.0.1:8069/,2024-04-18 11:06:59.559932,
70,1,4,http://127.0.0.1:8069/,2024-04-18 11:07:30.778037,
68,1,4,http://127.0.0.1:8069/,2024-04-18 11:05:32.600554,
71,1,4,http://127.0.0.1:8069/,2024-04-18 11:07:54.233562,
72,1,4,http://127.0.0.1:8069/,2024-04-18 11:09:23.843594,
73,1,4,http://127.0.0.1:8069/,2024-04-18 11:13:35.689122,
74,1,4,http://127.0.0.1:8069/,2024-04-18 11:20:52.225942,
75,1,4,http://127.0.0.1:8069/,2024-04-18 11:21:42.864021,
76,1,4,http://127.0.0.1:8069/,2024-04-18 11:22:16.191152,
77,1,4,http://127.0.0.1:8069/,2024-04-18 11:22:25.301706,
78,1,4,http://127.0.0.1:8069/,2024-04-18 11:22:25.509089,
79,1,4,http://127.0.0.1:8069/,2024-04-18 11:22:27.682246,
80,1,4,http://127.0.0.1:8069/,2024-04-18 11:22:27.888865,
81,1,4,http://127.0.0.1:8069/,2024-04-18 11:26:51.218763,
82,1,4,http://127.0.0.1:8069/,2024-04-18 11:28:08.676652,
83,1,4,http://127.0.0.1:8069/,2024-04-18 11:30:10.157021,
84,1,4,http://127.0.0.1:8069/,2024-04-18 11:33:25.463109,
85,87,4,http://127.0.0.1:8069/,2024-04-18 16:57:28.310429,
86,88,4,http://127.0.0.1:8069/,2024-04-18 16:57:29.664683,
87,89,4,http://127.0.0.1:8069/,2024-04-18 22:46:25.003907,
88,90,4,http://127.0.0.1:8069/,2024-04-19 05:16:05.539625,
89,91,4,http://127.0.0.1:8069/,2024-04-19 06:18:47.893459,
90,92,4,http://127.0.0.1:8069/,2024-04-19 11:43:31.982228,
91,92,,http://127.0.0.1:8069/event,2024-04-19 11:43:50.364925,
92,92,3,http://127.0.0.1:8069/contactus,2024-04-19 11:43:59.56827,
93,92,4,http://127.0.0.1:8069/,2024-04-19 11:44:31.07812,
94,1,4,http://127.0.0.1:8069/,2024-04-19 17:50:31.686556,
95,1,5,http://127.0.0.1:8069/,2024-04-19 18:24:48.327783,
96,1,4,http://127.0.0.1:8069/,2024-04-20 05:25:59.746383,
97,1,4,http://127.0.0.1:8069/,2024-04-20 05:26:06.405384,
98,1,4,http://127.0.0.1:8069/,2024-04-20 05:45:38.372293,
99,1,4,http://127.0.0.1:8069/,2024-04-20 05:45:42.248315,
100,1,4,http://127.0.0.1:8069/,2024-04-20 06:01:04.922694,
101,103,4,http://127.0.0.1:8069/,2024-04-20 06:01:10.93696,
102,1,4,http://127.0.0.1:8069/,2024-04-20 06:01:21.64378,
103,1,4,http://127.0.0.1:8069/,2024-04-20 08:15:42.925078,
104,1,4,http://127.0.0.1:8069/,2024-04-20 08:25:48.495774,
105,1,5,http://127.0.0.1:8069/,2024-04-20 09:32:59.680007,
106,108,4,http://127.0.0.1:8069/,2024-04-20 09:33:12.909016,
107,1,4,http://127.0.0.1:8069/,2024-04-20 09:50:14.671005,
108,1,4,http://127.0.0.1:8069/,2024-04-20 09:50:27.969032,
109,111,4,http://127.0.0.1:8069/,2024-04-20 09:53:29.058112,
110,1,4,http://127.0.0.1:8069/,2024-04-20 09:56:12.182553,
111,1,4,http://127.0.0.1:8069/,2024-04-20 10:19:36.933352,
112,1,4,http://127.0.0.1:8069/,2024-04-20 10:19:42.667056,
113,1,4,http://127.0.0.1:8069/,2024-04-20 10:25:18.526438,
115,1,4,http://127.0.0.1:8069/,2024-04-21 17:06:48.369071,
116,118,4,http://127.0.0.1:8069/,2024-04-21 17:58:58.095678,
117,118,4,http://127.0.0.1:8069/,2024-04-21 17:59:10.5094,
118,1,4,http://127.0.0.1:8069/,2024-04-22 04:13:57.198803,
114,1,4,http://127.0.0.1:8069/,2024-04-20 10:25:31.476824,
119,1,4,http://127.0.0.1:8069/,2024-04-22 05:02:58.497532,
120,1,4,http://127.0.0.1:8069/,2024-04-22 06:06:33.220585,
121,1,4,http://127.0.0.1:8069/,2024-04-22 06:06:55.242031,
122,124,4,http://127.0.0.1:8069/,2024-04-22 09:51:58.504539,
123,1,4,http://127.0.0.1:8069/,2024-04-22 14:18:51.409653,
124,1,4,http://127.0.0.1:8069/,2024-04-22 14:19:50.047274,
125,1,4,http://127.0.0.1:8069/,2024-04-22 14:20:34.281536,
126,1,4,http://127.0.0.1:8069/,2024-04-22 14:21:27.385519,
127,1,4,http://127.0.0.1:8069/,2024-04-22 14:21:48.041582,
128,1,4,http://127.0.0.1:8069/,2024-04-22 14:32:20.797746,
129,1,4,http://127.0.0.1:8069/,2024-04-22 14:33:43.348523,
130,1,4,http://127.0.0.1:8069/,2024-04-22 14:39:03.756207,
131,1,4,http://127.0.0.1:8069/,2024-04-22 14:39:05.660789,
132,1,4,http://127.0.0.1:8069/,2024-04-22 14:39:23.812651,
133,1,3,http://127.0.0.1:8069/contactus,2024-04-22 14:39:26.076485,
134,136,4,http://127.0.0.1:8069/,2024-04-22 14:39:46.785902,
135,136,4,http://127.0.0.1:8069/,2024-04-22 14:57:55.332123,
136,138,4,http://127.0.0.1:8069/,2024-04-22 14:58:00.46924,
137,138,4,http://127.0.0.1:8069/,2024-04-22 14:58:05.322125,
138,136,4,http://127.0.0.1:8069/,2024-04-22 15:28:18.753346,
139,136,4,http://127.0.0.1:8069/,2024-04-23 04:47:16.242049,
140,142,4,http://127.0.0.1:8069/,2024-04-23 06:43:21.876654,
141,142,4,http://127.0.0.1:8069/,2024-04-23 06:45:04.64711,
142,142,4,http://127.0.0.1:8069/,2024-04-23 06:45:26.109225,
143,142,4,http://127.0.0.1:8069/,2024-04-23 07:38:35.633927,
144,146,4,http://127.0.0.1:8069/,2024-04-23 07:38:40.730676,
145,147,4,http://127.0.0.1:8069/,2024-04-23 09:01:03.43111,
146,148,4,http://127.0.0.1:8069/,2024-04-23 09:26:21.881212,
147,146,4,http://127.0.0.1:8069/,2024-04-23 10:14:50.3971,
148,142,,http://127.0.0.1:8069/event,2024-04-23 10:31:58.31156,
149,142,,http://127.0.0.1:8069/event,2024-04-23 10:32:00.261792,
150,142,3,http://127.0.0.1:8069/contactus,2024-04-23 10:32:03.653874,
151,142,4,http://127.0.0.1:8069/,2024-04-24 05:27:47.767804,
152,142,4,http://127.0.0.1:8069/,2024-04-24 05:27:53.617287,
153,142,4,http://127.0.0.1:8069/,2024-04-24 08:22:31.635979,
154,142,4,http://127.0.0.1:8069/,2024-04-24 08:24:12.278543,
